KODE,NAMA BAHAN,BERAT STANDAR,BDD,AIR,ENERGI,PROTEIN,LEMAK,KH,SERAT,ABU,KALSIUM,FOSFOR,BESI,NATRIUM,KALIUM,TEMBAGA,SENG,RETINOL,BKAR,KARTOTAL,THIAMIN,RIBOFLAVIN,NIASIN,VIT_C,HARGA PER-BERAT STANDAR
CR034,"Kacang tunis, kering",100.0,100.0,10.5,351.0,12.2,1.2,72.9,29.5,3.2,120.0,220.0,6.9,1.0,0.0,1.4,2.9,,,,0.6,0.1,2.5,,0
CR035,"Kacang uci, kering",100.0,100.0,9.9,358.0,23.4,2.4,60.6,7.4,3.7,269.0,264.0,0.5,13.0,1457.7,0.4,,,20.0,,0.1,0.2,2.5,2.0,0
CR036,"Kacang urei, kering",100.0,100.0,12.8,354.0,12.8,1.8,69.3,26.1,3.3,220.0,220.0,5.1,1.0,0.0,0.7,3.1,,,,0.6,0.1,3.5,,0
DP035,Kadada katembe,100.0,100.0,80.0,110.0,4.5,6.9,7.1,3.9,1.5,26.0,77.0,0.0,178.0,131.0,0.2,0.7,,46.0,,0.1,,3.7,23.0,0
GP072,"Kaholeo, masakan",100.0,100.0,11.2,413.0,28.7,19.8,29.8,,10.5,909.0,1291.0,0.0,0.0,1171.0,0.1,3.1,4236.0,,,1.3,0.0,5.7,,0
AP054,Kakicak,100.0,100.0,43.9,296.0,3.4,15.1,36.7,,0.9,,,,,,,,,,,,,,,0
DR099,"Kalakai, segar",100.0,70.0,89.9,38.0,2.4,0.2,6.6,5.8,0.9,18.0,90.0,1.1,7.0,443.0,0.4,0.9,,44.0,,0.3,0.1,,8.0,0
FP049,"Kalio ayam, masakan",100.0,100.0,64.7,203.0,16.0,13.5,4.4,,1.4,278.0,177.0,4.2,534.0,,,,105.0,,3780.0,0.4,,,0.0,0
FP050,"Kalio jeroan, masakan",100.0,100.0,68.9,163.0,16.5,9.0,4.1,,1.5,102.0,268.0,7.1,570.0,,,,298.0,,1960.0,0.7,,,0.0,0
FP051,"Kalio kikil (tunjang), masakan",100.0,100.0,75.3,122.0,13.8,5.7,3.9,,1.3,154.0,59.0,3.4,519.0,,,,36.0,,1440.0,0.4,,,0.0,0
FP052,"Kalio otak, masakan",100.0,100.0,70.3,157.0,8.1,8.8,11.4,,1.4,212.0,69.0,3.3,604.0,,,,32.0,,1040.0,0.5,,,0.0,0
HP007,"Kalio telur, masakan",100.0,100.0,79.0,193.0,10.6,12.4,9.7,,1.4,148.0,246.0,3.8,540.0,,,,160.0,,3600.0,0.4,,,0.0,0
FR019,"Kambing, daging, segar",100.0,100.0,70.3,149.0,16.6,9.2,0.0,0.0,3.9,11.0,124.0,1.0,96.0,268.7,0.3,4.9,0.0,0.0,,0.1,0.2,5.0,0.0,0
AP055,Kambose,100.0,100.0,61.5,164.0,3.0,2.4,32.6,4.3,0.7,16.0,36.0,0.7,0.0,32.0,0.1,1.6,0.0,256.0,,0.1,0.1,0.4,,0
DR101,Kangkung tondano,100.0,60.0,88.5,43.0,1.8,0.2,8.4,4.3,1.1,72.0,9.0,0.7,30.0,361.0,0.3,0.4,,2741.0,,0.8,0.1,1.1,23.0,0
DP013,"Kangkung, kukus",100.0,100.0,90.4,30.0,3.2,0.7,4.7,1.8,1.0,70.0,49.0,4.4,45.0,184.9,0.1,0.3,0.0,2370.0,5837.0,0.0,0.3,1.4,11.0,0
DP014,"Kangkung, rebus",100.0,100.0,93.0,22.0,2.5,0.6,3.1,1.2,0.8,50.0,51.0,3.5,31.0,98.0,0.1,0.3,0.0,2370.0,4325.0,0.0,0.2,1.2,13.0,0
DR100,"Kangkung, segar",100.0,60.0,91.0,28.0,3.4,0.7,3.9,2.0,1.0,67.0,54.0,2.3,65.0,250.1,0.1,0.4,,2868.0,5542.0,0.1,0.4,2.0,17.0,0
DP036,"Kaparende, sayur",100.0,100.0,91.7,38.0,2.4,2.0,2.6,1.5,1.3,126.0,68.0,0.0,170.0,43.0,0.0,0.3,,40.0,,0.1,,3.7,22.0,0
DR102,"Kapri muda, segar",100.0,80.0,86.8,45.0,3.3,0.2,9.0,1.8,0.7,51.0,85.0,1.0,2.0,118.4,0.1,0.7,,72.0,440.0,0.2,0.1,0.9,49.0,0
BP032,Kapurung,100.0,100.0,79.6,41.0,2.0,0.3,7.8,2.0,0.6,34.0,12.0,0.3,185.0,566.0,0.1,0.3,0.0,213.0,,0.1,0.3,2.7,15.0,0
AP056,Kapusa,100.0,100.0,63.5,158.0,4.4,3.2,27.8,5.3,1.0,79.0,115.0,1.2,104.0,149.0,0.5,1.1,0.0,1374.0,,0.1,0.1,0.1,0.0,0
DR103,Karawila,100.0,80.0,93.7,25.0,2.3,0.2,3.5,2.1,0.3,25.0,67.0,0.3,8.0,88.4,0.1,0.3,,21.0,,0.1,0.1,0.4,39.0,0
DP037,"Karedok, sayur",100.0,100.0,79.0,92.0,2.2,3.3,14.1,1.4,1.4,174.0,85.0,2.4,,,,,0.0,,1.0,0.1,,,3.0,0
ER042,"Kawista, segar",100.0,72.0,71.8,120.0,3.5,2.5,20.8,4.6,1.4,190.0,230.0,1.6,9.0,1015.6,308.4,0.4,,99.0,,0.1,0.1,0.4,3.0,0
NP005,Kecap,100.0,100.0,63.0,71.0,5.7,1.3,9.0,0.0,21.0,123.0,96.0,5.7,1114.0,,0.0,,0.0,,,0.0,,,0.0,0
BP033,Kecimpring singkong goreng,100.0,100.0,3.7,464.0,1.2,18.6,73.0,1.3,3.5,82.0,52.0,3.4,,,,,,,3320.0,0.3,,,0.0,0
DR104,"Kecipir muda, segar",100.0,96.0,90.4,32.0,2.9,0.2,5.8,5.5,0.7,63.0,37.0,0.3,3.0,103.8,0.2,0.4,,261.0,595.0,0.2,0.1,0.7,19.0,0
DR105,"Kecombrang, segar",100.0,100.0,90.0,34.0,0.9,1.0,6.7,2.6,1.4,60.0,16.0,1.0,47.0,650.6,,,0.0,0.0,73.0,0.0,0.0,0.8,0.0,0
AP057,Keddo bodong,100.0,100.0,33.9,290.0,4.6,5.7,55.2,,0.6,,,,,,,,,,,,,,,0
ER043,"Kedondong masak, segar",100.0,58.0,88.0,46.0,1.0,0.1,10.3,2.6,0.6,15.0,22.0,2.8,2.0,216.2,0.0,0.1,,164.0,233.0,0.1,0.2,0.3,30.0,0
ER044,"Kedondong, segar",100.0,58.0,87.8,47.0,0.5,0.2,10.4,2.7,0.6,7.0,58.0,0.8,2.0,0.0,,0.2,,167.0,,0.1,0.0,0.4,32.0,0
JP003,Keju,100.0,100.0,38.5,326.0,22.8,20.3,13.1,0.0,5.3,777.0,338.0,1.5,1410.0,82.7,0.0,3.1,227.0,128.0,,0.0,0.4,0.1,1.0,0
CP036,Keju kacang tanah (peanut butter),100.0,100.0,3.0,590.0,27.0,49.0,20.9,1.6,0.1,60.0,360.0,2.0,355.0,492.4,0.6,2.7,0.0,0.0,,0.3,0.2,16.2,0.0,0
ER045,"Kelapa hutan, kering",100.0,100.0,6.0,623.0,2.0,52.1,36.5,15.3,3.4,120.0,280.0,3.8,100.0,460.0,1.7,1.9,,,,,,0.2,,0
QR001,"Kelapa muda, air, segar",100.0,100.0,95.5,17.0,0.2,0.1,3.8,0.0,0.4,15.0,8.0,0.2,1.0,149.0,0.0,0.1,0.0,0.0,,0.0,0.0,0.0,1.0,0
ER046,"Kelapa muda, daging, segar",100.0,53.0,83.3,68.0,1.0,0.9,14.0,0.0,0.8,7.0,30.0,1.0,17.9,564.6,0.1,0.3,0.0,0.0,,0.1,0.0,0.6,4.0,0
KR001,"Kelapa setengah tua, daging, segar",100.0,53.0,70.0,180.0,4.0,15.0,10.0,2.4,1.0,8.0,55.0,1.3,4.0,317.7,0.3,2.9,,0.0,10.0,0.1,0.0,0.1,4.0,0
KR002,"Kelapa tua, daging, segar",100.0,53.0,46.9,359.0,3.4,34.7,14.0,4.7,1.0,21.0,98.0,2.0,3.0,293.9,0.4,1.1,0.0,0.0,,0.1,0.0,0.0,2.0,0
DR106,"Kelawi,kluwih, segar",100.0,77.0,70.0,118.0,1.5,0.3,27.2,5.0,1.0,28.0,32.0,0.9,2.0,500.9,0.1,0.1,,0.0,20.0,0.1,0.0,0.9,19.0,0
AP058,"Kelepon, kue",100.0,100.0,49.6,215.0,3.7,3.7,41.8,1.0,1.2,232.0,45.0,3.3,,,,,0.0,,872.0,0.1,0.1,0.2,0.0,0
FR020,"Kelinci, daging, segar",100.0,100.0,74.3,142.0,16.9,7.8,0.0,0.0,1.0,7.0,350.0,1.0,49.0,371.1,,,0.0,0.0,0.0,0.1,0.1,6.8,,0
ER047,"Kemang, segar",100.0,65.0,86.5,48.0,1.0,0.2,11.9,1.7,0.4,10.0,24.0,0.1,2.0,88.6,0.0,0.1,,318.0,6.0,0.1,0.0,0.3,58.0,0
CP037,Kembang tahu,100.0,100.0,10.8,380.0,48.9,13.8,23.3,0.0,3.2,378.0,781.0,2.1,55.0,455.3,0.7,4.2,,0.0,,0.2,0.1,0.7,,0
CP038,Kembang tahu rebus,100.0,100.0,79.8,90.0,10.7,4.0,4.7,,0.8,85.0,,,,,,,,,,,,,,0
DR107,"Kembang turi, segar",100.0,83.0,87.4,51.0,1.8,0.6,9.6,5.0,0.6,23.0,29.0,0.9,22.0,275.3,0.2,0.9,,201.0,105.0,0.1,0.1,0.6,41.0,0
NR019,Kemiri,100.0,100.0,7.0,675.0,19.0,63.0,8.0,3.0,3.0,80.0,200.0,2.0,25.0,430.7,0.2,0.8,,0.0,0.0,0.1,0.1,0.4,0.0,0
CR037,"Kenari banda, kering",100.0,100.0,13.0,616.0,13.9,56.2,13.7,,3.2,0.0,380.0,1.4,11.0,460.0,1.1,3.2,,90.0,,0.8,0.1,0.5,,0
CR038,"Kenari, kering",100.0,100.0,3.0,657.0,15.0,66.0,13.0,,3.0,92.0,691.0,7.7,3.0,505.8,1.0,3.0,0.0,,,0.4,0.1,0.5,0.0,0
BR014,"Kentang hitam, segar",100.0,75.0,64.0,142.0,0.9,0.4,33.7,5.4,1.0,34.0,75.0,0.2,22.0,890.3,0.9,0.6,,0.0,,0.0,0.1,2.2,38.0,0
BR013,"Kentang, segar",100.0,85.0,83.4,62.0,2.1,0.2,13.5,0.5,0.8,63.0,58.0,0.7,7.0,396.0,0.4,0.3,0.0,0.0,0.0,0.1,0.1,1.0,21.0,0
GR072,"Keong, segar",100.0,46.0,81.0,64.0,12.0,1.0,2.0,0.0,4.0,217.0,78.0,1.7,231.0,,0.4,0.1,0.0,244.0,,,,,,0
JR001,"Kepala susu - krim, segar",100.0,100.0,72.5,204.0,2.6,20.0,4.0,0.0,0.9,97.0,77.0,0.1,,,,,252.0,191.0,,0.0,0.2,0.1,1.0,0
GR073,"Kepiting, segar",100.0,45.0,68.1,151.0,13.8,3.8,14.1,0.0,0.2,210.0,250.0,1.1,,,,,61.0,,,0.1,,,0.0,0
GP045,"Kerang, asap, mentah",100.0,100.0,9.3,393.0,38.9,13.3,29.4,,9.1,420.0,410.0,8.5,160.0,50.0,0.6,3.7,,,,0.3,1.7,0.2,,0
GP046,"Kerang, dendeng, mentah",100.0,100.0,18.3,357.0,41.1,10.0,25.6,0.0,5.0,217.0,904.0,5.2,,,,,0.0,,329.0,0.3,,,0.0,0
GR074,"Kerang, segar",100.0,100.0,78.2,101.0,14.4,2.6,3.9,0.0,0.9,321.0,270.0,15.6,,,,,0.0,,0.0,0.0,,,0.0,0
FR021,"Kerbau, daging, segar",100.0,100.0,80.0,79.0,18.7,0.5,0.0,0.0,0.8,14.0,221.0,3.3,91.0,273.0,0.1,1.6,,,,0.1,0.2,5.0,0.0,0
BP034,Keremes,100.0,100.0,6.7,475.0,1.6,25.2,64.4,2.1,2.1,153.0,88.0,1.0,,,,,0.0,,1000.0,0.0,,,0.0,0
AP059,Kereput,100.0,100.0,3.5,580.0,4.8,39.6,51.1,,1.0,,,,,,,,,,,,,,,0
BR015,"Keribang, ubi, segar",100.0,83.0,67.0,137.0,1.3,1.1,29.8,0.6,0.8,45.0,56.0,0.8,10.0,885.8,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0
DP038,Keripik bayam,100.0,100.0,2.3,586.0,4.9,40.6,50.2,0.5,1.9,236.0,117.0,3.6,,,,,0.0,,4544.0,0.2,,,0.0,0
BP035,Keripik gadung,100.0,100.0,4.0,446.0,2.8,14.5,76.0,1.7,2.8,147.0,52.0,1.9,,,,,0.0,0.0,0.0,1.0,,,0.0,0
BP036,Keripik kentang,100.0,100.0,7.8,448.0,2.7,18.8,67.1,3.8,3.6,25.0,130.0,1.2,712.0,406.0,1.1,,,15.0,,0.1,0.1,2.8,0.0,0
EP004,Keripik lampung,100.0,100.0,5.0,485.0,1.7,22.2,69.7,0.6,1.5,43.0,65.0,0.8,,,,,,,1464.0,0.3,,,0.0,0
CP039,Keripik oncom,100.0,100.0,3.0,598.0,8.3,43.8,42.6,3.3,2.2,85.0,153.0,27.0,,,,,,,1608.0,1.1,,,0.0,0
BP037,Keripik singkong,100.0,100.0,4.2,478.0,0.9,20.7,72.0,2.0,2.2,189.0,101.0,1.9,,,,,0.0,0.0,0.0,0.2,,,0.0,0
BP038,Keripik singkong berbumbu,100.0,100.0,2.2,481.0,2.2,19.7,73.6,1.6,2.3,156.0,103.0,1.6,,,,,0.0,,80.0,0.3,,,0.0,0
CP040,Keripik tempe,100.0,100.0,3.3,581.0,12.1,40.6,41.7,2.2,2.3,237.0,116.0,6.9,,,,,,,320.0,0.4,,,0.0,0
CP041,Keripik tempe abadi besar,100.0,100.0,4.5,556.0,15.8,37.1,39.8,3.5,2.8,112.0,215.0,5.4,,,,,,,0.0,0.6,,,0.0,0
CP042,Keripik tempe abadi murni,100.0,100.0,3.2,542.0,40.3,42.4,11.6,2.2,2.7,175.0,529.0,5.2,,,,,,,50.0,0.1,,,0.0,0
CP043,Keripik tempe abadi sedang,100.0,100.0,4.4,510.0,12.3,27.9,52.4,3.6,3.1,122.0,211.0,8.4,,,,,,,0.0,0.5,,,0.0,0
CP044,Keripik tempe abadi telur,100.0,100.0,4.5,529.0,20.8,31.7,40.2,3.0,2.9,124.0,222.0,5.4,,,,,,,0.0,0.9,,,0.0,0
BP039,Keripik ubi,100.0,100.0,6.0,486.0,0.2,23.9,67.6,14.3,2.3,68.0,92.0,0.9,52.0,2.0,0.7,2.3,0.0,920.0,,0.1,0.1,0.5,0.0,0
DR108,"Kerokot, segar",100.0,80.0,93.0,26.0,1.7,0.4,3.8,1.0,1.1,103.0,39.0,3.6,4.0,240.5,0.2,0.9,,0.0,2550.0,0.0,0.1,0.2,25.0,0
CP045,Kerupik tempe abadi prima,100.0,100.0,4.8,540.0,16.7,33.9,42.0,2.2,2.6,92.0,184.0,3.2,,,,,,,1080.0,0.4,,,0.0,0
BP040,Kerupuk cumi goreng,100.0,100.0,3.4,444.0,6.9,14.6,71.3,5.0,3.8,47.0,375.0,1.8,837.0,191.0,0.1,0.3,,,,0.4,0.1,1.8,0.0,0
BP041,Kerupuk kemplang (ikan) mentah,100.0,100.0,14.2,325.0,1.8,0.4,78.5,4.5,5.1,59.0,268.0,2.3,1123.0,273.0,0.2,0.5,32.0,0.0,,0.6,0.1,2.3,0.0,0
BP042,Kerupuk kemplang goreng,100.0,100.0,5.8,504.0,5.6,28.1,57.1,0.3,3.4,50.0,94.0,2.9,,,,,6.0,,280.0,0.3,,,0.0,0
BP043,Kerupuk kemplang panggang,100.0,100.0,9.4,356.0,9.7,1.1,76.9,1.0,3.0,62.0,129.0,2.9,,,,,7.0,,280.0,0.4,,,0.0,0
BP044,Kerupuk mie kuning goreng,100.0,100.0,7.2,476.0,0.1,21.1,71.3,4.2,0.3,57.0,36.0,4.6,,109.0,0.1,0.2,0.0,,333.0,0.2,0.0,0.9,0.0,0
BP045,Kerupuk udang goreng,100.0,100.0,4.4,477.0,4.7,20.5,68.5,5.0,1.9,24.0,188.0,0.9,449.0,109.0,0.1,0.2,,0.0,,0.2,0.0,0.9,0.0,0
FP007,Kerupuk urat,100.0,100.0,3.6,588.0,53.7,40.9,1.2,,0.6,36.0,15.0,1.3,1024.0,37.0,0.1,0.2,2802.0,,,,,,,0
ER048,"Kesemek, segar",100.0,97.0,78.2,78.0,0.8,0.4,20.0,0.6,0.6,6.0,26.0,0.3,0.0,34.5,0.1,0.1,,109.0,2710.0,0.1,0.0,0.1,11.0,0
AP015,"Ketan hitam, matang",100.0,100.0,56.9,181.0,4.0,1.2,37.3,0.3,0.6,9.0,144.0,1.7,9.0,18.4,0.1,0.7,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0
AP016,"Ketan hitam, tapai",100.0,100.0,50.2,166.0,3.8,1.0,34.4,0.3,0.6,8.0,106.0,1.6,5.0,12.0,,,,,0.0,0.0,,,0.0,0
AP017,"Ketan putih, matang",100.0,100.0,60.7,163.0,3.0,0.4,35.7,0.2,0.2,4.0,55.0,0.7,8.0,16.8,0.1,0.7,0.0,0.0,0.0,0.1,0.0,0.5,0.0,0
AP018,"Ketan putih, tapai",100.0,100.0,58.9,172.0,3.0,0.5,37.5,0.6,0.1,6.0,35.0,0.5,1.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
AP014,"Ketan, ketupat",100.0,100.0,52.0,212.0,4.0,4.6,38.6,0.2,0.9,8.0,46.0,1.0,,,,,0.0,0.0,0.0,0.1,,0.2,0.0,0
BP008,Ketela pohon/ singkong kukus,100.0,100.0,61.5,153.0,1.2,0.3,36.4,1.3,0.6,56.0,22.0,0.4,2.0,345.3,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.3,20.0,0
BR016,"Ketela pohon/ singkong, segar",100.0,85.0,61.4,154.0,1.0,0.3,36.8,0.9,0.5,77.0,24.0,1.1,2.0,394.0,0.3,0.4,0.0,0.0,0.0,0.1,0.1,0.5,31.0,0
DR110,"Ketimun krai, segar",100.0,82.0,96.8,10.0,0.5,0.2,2.0,0.6,0.5,20.0,98.0,1.0,10.0,82.1,0.0,0.1,0.0,19.0,21.0,0.0,0.0,0.1,3.0,0
DR111,"Ketimun madura, segar",100.0,89.0,97.1,9.0,0.5,0.1,1.9,0.7,0.4,15.0,102.0,0.6,2.0,78.9,0.0,0.1,0.0,25.0,0.0,0.0,0.0,0.1,5.0,0
DR109,"Ketimun, segar",100.0,55.0,97.9,8.0,0.2,0.2,1.4,0.3,0.3,29.0,95.0,0.8,2.0,57.1,0.0,0.1,0.0,18.0,314.0,0.0,0.0,0.1,1.0,0
AP060,Ketoprak,100.0,100.0,69.1,153.0,7.9,7.7,13.0,2.9,2.6,153.0,134.0,3.4,,,,,3.0,,435.0,0.1,,,0.0,0
NR020,"Ketumbar, kering",100.0,100.0,11.2,418.0,14.1,16.1,54.2,12.3,4.4,630.0,370.0,17.9,91.0,1787.0,1.0,4.6,,75.0,1570.0,0.2,0.4,1.8,0.0,0
AP061,Ketupat kandangan,100.0,100.0,78.5,109.0,2.2,5.2,13.4,,0.7,,,,,,,,,,,,,,,0
NR021,Kluwek,100.0,80.0,51.0,310.0,10.0,24.0,13.5,,1.5,40.0,100.0,2.0,,,,,,,0.0,0.2,,,30.0,0
GR075,"Kodok, segar",100.0,65.0,81.9,73.0,16.4,0.3,0.0,0.0,1.4,18.0,147.0,1.1,,,,,0.0,,,0.1,,,0.0,0
ER049,"Kokosan, segar",100.0,64.0,85.0,86.0,1.6,0.2,13.0,1.4,0.2,22.0,38.0,1.3,2.0,118.3,0.1,0.2,,0.0,20.0,0.0,0.0,1.5,3.0,0
CR039,"Komak polong, segar",100.0,100.0,74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,,5.0,,0.1,0.0,0.2,,0
DR112,"Komak, segar",100.0,80.0,74.3,99.0,3.3,0.1,21.2,10.3,1.1,50.0,99.0,13.1,15.0,567.0,0.2,0.6,,5.0,,0.2,0.2,0.1,,0
DR113,Kool kembang,100.0,57.0,91.7,25.0,2.4,0.2,4.9,1.6,0.8,22.0,72.0,1.1,47.0,187.0,0.0,0.3,,24.0,90.0,0.1,0.1,0.6,69.0,0
DR114,"Kool merah,kool putih",100.0,75.0,92.4,29.0,1.4,0.2,5.3,1.9,0.9,46.0,31.0,0.5,28.0,236.8,0.3,0.3,,46.0,80.0,0.1,0.1,0.3,50.0,0
MP009,Kopi bubuk instant,100.0,100.0,2.6,129.0,12.3,0.5,35.0,0.0,9.7,179.0,383.0,5.6,72.0,3256.0,0.1,0.0,,0.0,0.0,0.0,0.2,30.6,0.0,0
CR040,"Koro andong, kering",100.0,100.0,10.8,356.0,20.5,4.1,61.6,7.0,3.0,150.0,272.0,6.2,18.0,301.8,0.7,2.8,,0.0,,0.3,0.0,1.4,1.0,0
CR041,"Koro benguk, biji, kering",100.0,95.0,15.0,332.0,24.0,3.0,55.0,5.6,3.0,30.0,200.0,2.0,42.0,389.2,1.3,8.7,,0.0,70.0,0.3,0.1,1.7,0.0,0
CR042,"Koro kerupuk, biji, segar",100.0,68.0,67.2,125.0,8.3,0.7,22.1,2.2,1.7,17.0,12.0,2.7,16.0,150.3,0.5,3.4,,0.0,80.0,0.1,0.0,1.1,31.0,0
DR115,"Koro kerupuk, polong",100.0,68.0,67.2,128.0,8.3,0.7,22.1,,1.7,17.0,12.0,2.7,,,,,,,80.0,0.1,,,31.0,0
CR043,"Koro loke, biji, segar",100.0,95.0,88.6,33.0,2.7,0.2,7.9,3.5,0.6,60.0,40.0,2.0,2.0,38.6,0.1,0.4,,0.0,40.0,0.1,0.0,0.2,0.0,0
CR044,"Koro roay, kering",100.0,100.0,13.0,344.0,12.5,2.1,69.4,7.5,3.0,70.0,103.0,4.4,18.0,294.3,0.7,2.7,,0.0,28.0,0.1,0.2,1.4,1.0,0
CR045,"Koro wedus, biji, kering",100.0,100.0,11.8,338.0,22.2,1.5,61.0,5.8,3.5,88.0,395.0,3.5,43.0,403.8,1.3,9.1,0.0,0.0,,0.6,0.1,1.8,0.0,0
DR116,"Koro wedus, polong",100.0,70.0,88.0,46.0,3.0,0.3,7.9,3.3,0.8,56.0,47.0,1.1,2.0,249.3,0.1,0.4,,66.0,870.0,0.1,0.1,0.5,17.0,0
DP039,Kotiu hinela tawang nggole,100.0,100.0,88.4,46.0,2.2,1.5,6.0,3.8,1.9,64.0,44.0,0.0,316.0,103.0,1.6,0.8,,75.0,,0.3,,9.7,7.0,0
AP062,Koya,100.0,100.0,13.2,366.0,4.2,4.3,77.5,0.8,0.8,153.0,222.0,7.0,,,,,0.0,,,,,,0.0,0
AP063,Koya mirasa,100.0,100.0,7.2,370.0,8.0,1.0,82.2,0.4,1.6,83.0,110.0,17.0,,,,,3.0,,144.0,0.2,0.5,2.6,0.0,0
AP064,Koyabu,100.0,100.0,44.2,241.0,3.4,4.3,47.2,,0.9,,,,,,,,,,,,,,,0
ER050,"Kranji, segar",100.0,31.0,20.1,315.0,2.1,1.4,73.5,3.6,2.9,160.0,120.0,3.7,,,,,,,,0.0,,,,0
DR118,"Kucai muda (Lokio), segar",100.0,100.0,86.0,42.0,3.8,0.6,7.8,4.9,1.8,76.0,91.0,2.5,22.0,449.1,0.1,0.5,,2744.0,500.0,0.1,0.2,1.8,59.0,0
DR117,"Kucai, segar",100.0,52.0,86.3,45.0,2.2,0.3,10.3,4.8,0.9,52.0,50.0,1.1,21.0,439.5,0.1,0.5,,2685.0,40.0,0.1,0.2,1.8,17.0,0
FR022,"Kuda, daging, segar",100.0,100.0,76.0,113.0,18.1,4.1,0.9,0.0,0.9,10.0,150.0,2.7,46.0,315.7,0.1,2.5,0.0,,,0.1,0.1,3.0,0.0,0
AP065,Kue ali,100.0,100.0,12.8,440.0,3.8,18.5,64.5,0.3,0.4,27.0,47.0,2.5,,,,,0.0,,0.0,0.1,0.1,0.0,0.0,0
AP066,Kue bangen,100.0,100.0,5.6,442.0,3.3,14.7,74.2,,2.2,,,,,,,,,,,,,,,0
BP046,Kue bangket,100.0,100.0,16.1,338.0,1.5,1.2,80.3,,0.9,34.0,35.0,0.3,67.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,,0
AP067,Kue gelang,100.0,100.0,7.1,448.0,5.8,16.1,70.0,,1.0,,,,,,,,,,,,,,,0
AP068,Kue jahe,100.0,100.0,3.7,425.0,1.6,8.8,84.6,1.2,1.3,155.0,61.0,4.0,,,,,,,0.0,0.2,,,0.0,0
AP069,Kue kelapa,100.0,100.0,3.3,591.0,5.6,42.1,47.5,,1.5,32.0,180.0,1.6,33.0,443.0,0.5,1.1,,,,,,,,0
AP070,Kue koa,100.0,100.0,14.5,340.0,4.8,0.4,79.3,,1.0,,,,,,,,,,,,,,,0
AP071,Kue ku temu,100.0,100.0,46.2,214.0,3.5,0.2,49.6,,0.5,,,,,,,,,,,,,,,0
AP072,Kue lumpur,100.0,100.0,40.1,291.0,3.6,11.1,44.1,,1.1,96.0,60.0,2.3,,,,,20.0,,400.0,0.2,,,,0
AP073,Kue pelita,100.0,100.0,71.0,141.0,5.3,5.5,17.6,,0.6,,,,,,,,,,,,,,,0
AP074,Kue putu cangkir,100.0,100.0,32.6,304.0,5.3,7.0,54.9,0.9,0.2,18.0,193.0,4.0,,,,,0.0,,0.0,0.1,,,0.0,0
BP047,Kue putu singkong,100.0,100.0,44.2,217.0,1.2,0.5,53.2,2.4,0.9,48.0,68.0,1.5,3.0,305.0,,,,0.0,0.0,0.1,0.1,0.8,,0
AP075,Kue sus,100.0,100.0,56.6,221.0,7.5,10.2,24.8,,0.9,105.0,85.0,2.5,,,,,26.0,,1300.0,0.1,,,0.0,0
AP076,Kue thipan,100.0,100.0,43.0,247.0,2.9,4.2,49.5,,0.4,16.0,107.0,1.8,95.0,56.0,1.3,0.8,,,,0.2,,,,0
DR119,Kulit melinjo,100.0,100.0,71.9,111.0,4.5,1.1,20.7,5.0,1.8,117.0,179.0,2.6,,,,,0.0,,1267.0,0.1,,,7.0,0
DR120,"Kundur, segar",100.0,57.0,94.0,22.0,0.4,0.2,4.7,1.3,0.7,3.0,54.0,0.5,2.0,200.0,0.1,0.3,,7.0,,0.1,0.0,0.4,1.0,0
NR022,"Kunyit, segar",100.0,78.0,84.9,69.0,2.0,2.7,9.1,0.6,1.3,24.0,78.0,3.3,6.0,406.7,0.1,0.4,,12.0,,0.0,0.0,0.4,1.0,0
GR076,"Kura-kura, segar",100.0,70.0,80.0,83.0,19.1,0.2,0.0,0.0,0.7,27.0,87.0,0.7,,,,,0.0,,,0.2,,,0.0,0
GR077,"Kuro, segar",100.0,52.0,79.9,87.0,16.0,2.2,1.0,0.0,0.9,75.0,136.0,1.0,,,,,6.0,,0.0,0.0,,,0.0,0
CP046,Kwaci,100.0,35.0,9.9,515.0,30.6,42.1,13.8,13.6,3.7,54.0,312.0,6.2,124.0,448.6,0.7,9.7,0.0,,,0.0,0.2,0.3,0.0,0
JP004,Kwark (Quark),100.0,100.0,59.0,242.0,19.0,17.0,3.0,0.0,2.0,300.0,350.0,0.5,37.0,72.7,0.0,0.2,173.0,0.0,,0.0,0.4,0.0,,0
DR121,"Labu air, segar",100.0,80.0,95.0,19.0,0.6,0.2,3.8,0.6,0.4,12.0,18.0,0.6,2.0,168.2,0.0,0.8,,11.0,70.0,0.0,0.0,0.4,10.0,0
DR122,"Labu kuning, segar",100.0,74.0,86.6,51.0,1.7,0.5,10.0,2.7,1.2,40.0,180.0,0.7,280.0,220.0,0.4,1.5,,1569.0,,0.2,0.0,0.1,2.0,0
DR123,"Labu siam, segar",100.0,83.0,92.3,30.0,0.6,0.1,6.7,6.2,0.3,14.0,25.0,0.5,3.0,167.1,0.2,1.0,,48.0,20.0,0.0,0.0,0.6,18.0,0
