KODE,NAMA BAHAN,BERAT STANDAR,BDD,AIR,ENERGI,PROTEIN,LEMAK,KH,SERAT,ABU,KALSIUM,FOSFOR,BESI,NATRIUM,KALIUM,TEMBAGA,SENG,RETINOL,BKAR,KARTOTAL,THIAMIN,RIBOFLAVIN,NIASIN,VIT_C,HARGA PER-BERAT STANDAR
GR083,"Udang, besar, segar",100.0,68.0,85.5,56.0,11.4,0.6,1.2,0.0,1.3,30.0,20.0,0.3,190.0,210.0,0.4,0.8,,0.0,,0.1,0.0,0.1,,0
GR084,"Udang, segar",100.0,68.0,75.0,91.0,21.0,0.2,0.1,0.0,3.7,136.0,170.0,8.0,178.0,222.4,0.3,1.3,18.0,4.0,,0.0,0.4,3.7,0.0,0
FR034,Ulat sagu segar,100.0,100.0,65.9,241.0,5.8,21.6,5.8,2.8,0.9,20.0,70.0,0.5,210.0,210.0,1.0,7.7,,0.0,,0.2,1.5,0.1,,0
FP020,"Ulat sagu, panggang",100.0,100.0,41.3,380.0,11.9,30.3,14.9,4.8,1.6,30.0,120.0,1.5,260.0,550.0,3.1,14.2,,0.0,,0.5,2.5,0.1,,0
BP076,Uli batatas,100.0,100.0,66.5,150.0,1.1,4.0,27.4,,1.0,,23.0,0.1,6.0,112.0,0.1,0.2,0.0,0.0,0.0,0.5,0.0,1.3,0.0,0
BR033,"Umbi Uwi, segar",100.0,86.0,69.7,120.0,2.8,0.5,82.3,2.6,0.9,9.0,42.0,1.3,12.0,412.0,0.3,0.6,,0.0,0.0,0.0,0.5,0.2,4.0,0
DR164,"Umbut kelapa, segar",100.0,100.0,89.3,39.0,2.0,0.2,7.2,2.5,1.3,57.0,49.0,,4.0,447.0,0.2,1.4,,16.0,,0.1,0.1,,8.0,0
DR165,Umbut rotan,100.0,100.0,90.5,34.0,2.4,0.3,5.5,2.2,1.3,89.0,79.0,1.3,8.0,552.0,0.2,1.9,,14.0,,0.2,,,9.0,0
ER111,"Vigus, segar",100.0,100.0,88.0,44.0,2.4,0.1,8.3,,1.2,30.0,20.0,0.3,2.0,180.0,0.1,0.2,,,,0.3,0.0,,43.0,0
AP111,Wajit camilan,100.0,100.0,27.1,303.0,6.3,2.7,63.3,6.9,0.6,61.0,302.0,5.5,,,,,0.0,,0.0,0.0,,,0.0,0
DP060,Waluh balamak,100.0,100.0,89.4,45.0,0.8,0.9,8.1,7.9,1.0,25.0,25.0,0.5,61.0,15.0,,0.2,,1241.0,0.0,0.2,0.0,0.1,2.0,0
ER112,"Wani, segar",100.0,77.0,81.2,74.0,0.8,0.3,17.1,3.1,0.6,66.0,29.0,1.2,,,,,,,32.0,0.1,,,80.0,0
AP112,Widaran,100.0,100.0,7.0,424.0,1.3,10.7,80.7,0.2,0.3,49.0,88.0,2.5,,,,,21.0,,440.0,0.1,0.2,2.2,0.0,0
CR052,"Wijen, mentah",100.0,100.0,5.8,568.0,19.3,51.1,18.1,3.6,5.8,1125.0,614.0,9.5,18.0,303.7,4.2,7.9,,15.0,,0.9,0.2,5.7,0.0,0
AP113,Wingko babat,100.0,100.0,29.7,355.0,3.2,15.1,51.4,2.4,0.7,47.0,63.0,1.1,,,,,0.0,,0.0,0.1,0.1,0.0,0.0,0
DP061,Woku ubi,100.0,100.0,73.0,143.0,3.1,7.8,15.0,7.0,1.1,195.0,91.0,2.8,353.0,256.0,0.3,1.0,,1519.0,0.0,0.1,,,15.0,0
DP021,"Wortel, kukus",100.0,100.0,89.5,37.0,1.0,0.6,8.3,1.1,0.6,44.0,30.0,0.6,43.0,122.5,0.1,0.3,0.0,3994.0,7150.0,0.0,0.0,0.8,14.0,0
DP020,"Wortel, rebus",100.0,100.0,92.1,28.0,0.7,0.5,6.3,0.8,0.4,46.0,28.0,0.6,41.0,117.3,0.1,0.2,0.0,3824.0,5396.0,0.0,0.0,0.7,12.0,0
DR166,"Wortel, segar",100.0,80.0,89.9,36.0,1.0,0.6,7.9,1.0,0.6,45.0,74.0,1.0,70.0,245.0,0.1,0.3,,3784.0,7125.0,0.0,0.0,1.0,18.0,0
AP114,Yangko,100.0,100.0,37.4,254.0,3.0,1.1,58.1,0.8,0.4,184.0,24.0,2.6,,,,,0.0,,96.0,0.2,,0.0,0.0,0
JP011,"Yoghurt, segar",100.0,100.0,88.0,52.0,3.3,2.5,4.0,0.0,2.2,120.0,90.0,0.1,40.0,299.0,0.0,0.6,22.0,10.0,,0.0,0.1,0.2,0.0,0
